Stock Code,Stock name, Price, Compared to the previous day,,fluctuation rate,Volume,sell price,buying price,open price, high price, low price
'375270,KBSTAR 글로벌데이터센터리츠나스닥(합성),10010,▲,200,2.04,1113,10020,9980,9970,10025,9945
'375500,DL이앤씨,35500,▼,-550,-1.53,185931,35600,35500,36200,36250,34950
'37550K,DL이앤씨우,22650,▼,-150,-0.66,2511,22650,22500,23000,23000,22350
'37550L,DL이앤씨2우(전환),26950,▼,-750,-2.71,1712,27000,26950,27100,27400,26750
'375760,HANARO 탄소효율그린뉴딜,7220,▲,50,0.7,1797,7220,7195,7160,7230,7155
'375770,KODEX 탄소효율그린뉴딜,7315,▲,55,0.76,222,7320,7300,7265,7335,7265
'376250,ARIRANG 탄소효율그린뉴딜,7250,▲,50,0.69,93,7250,7220,7220,7280,7210
'376410,TIGER 탄소효율그린뉴딜,7270,▲,65,0.9,1463,7275,7250,7240,7305,7220
'377190,디앤디플랫폼리츠,3065,▲,15,0.49,132631,3070,3065,3070,3085,3015
'377300,카카오페이,33850,▼,-1150,-3.29,451603,33850,33800,35150,35350,33750
'377990,TIGER Fn신재생에너지,8505,▲,30,0.35,32458,8505,8500,8530,8570,8455
'378850,화승알앤에이,3635,▼,-150,-3.96,142580,3635,3630,3790,3790,3555
'379780,KBSTAR 미국S&P500,11970,▲,15,0.13,29101,11970,11955,11975,12000,11945
'379790,KBSTAR 유로스탁스50(H),9410,▲,15,0.16,1547,9405,9395,9515,9515,9385
'379800,KODEX 미국S&P500TR,12135,▲,15,0.12,281951,12135,12130,12170,12170,12100
'379810,KODEX 미국나스닥100TR,10745,▼,-75,-0.69,157125,10750,10745,10780,10795,10740
'380340,ACE Fn5G플러스,6265,▼,-65,-1.03,163,6265,6250,6355,6355,6265
'380440,엔에이치스팩19호,2000,▼,-5,-0.25,180068,2000,1995,2000,2005,1990
'381170,TIGER 미국테크TOP10 INDXX,10400,▼,-225,-2.12,698209,10400,10395,10645,10645,10385
'381180,TIGER 미국필라델피아반도체나스닥,9065,▼,-15,-0.17,673137,9065,9060,9100,9110,9030
'381560,HANARO Fn전기&수소차,7520,▼,-30,-0.4,8638,7520,7500,7575,7595,7490
'381570,HANARO Fn친환경에너지,8440,▲,90,1.08,1547,8440,8410,8390,8450,8365
'381970,케이카,11250,▼,-100,-0.88,149314,11300,11250,11450,11500,11200
'383220,F&F,133500,▼,-4500,-3.26,199653,134000,133500,137500,137500,131000
'383800,LX홀딩스,8220, ,0,0,46128,8230,8220,8250,8270,8200
'38380K,LX홀딩스1우,9960,▼,-140,-1.39,4937,10050,9960,10150,10150,9890
'385510,KODEX K-신재생에너지액티브,10820,▲,60,0.56,70922,10820,10785,10810,10900,10765
'385520,KODEX K-미래차액티브,8695,▼,-30,-0.34,42070,8720,8695,8745,8785,8690
'385540,KBSTAR KIS종합채권(A-이상)액티브,91235,▲,945,1.05,599,91215,91015,90590,91235,90590
'385550,KBSTAR KIS단기종합채권(AA-이상)액티브,101115,▼,-5,0,194,101120,101115,101120,101125,101105
'385560,KBSTAR KIS국고채30년Enhanced,60860,▲,2155,3.67,88888,60860,60850,60175,61105,59410
'385590,ACE ESG액티브,6455,▼,-5,-0.08,36,6470,6430,6475,6475,6455
'385600,ACE 친환경자동차밸류체인액티브,8830,▲,45,0.51,2243,8830,8815,8910,8915,8830
'385710,TIMEFOLIO 이노베이션액티브,7085,▼,-55,-0.77,237,7110,7075,7240,7240,7080
'385720,TIMEFOLIO Kstock액티브,7665,▲,40,0.52,2156,7665,7635,7710,7710,7630
'387270,TIGER 글로벌BBIG액티브,9845,▼,-35,-0.35,1941,9845,9830,10040,10040,9820
'387280,TIGER 퓨처모빌리티액티브,8790,▼,-20,-0.23,16345,8790,8765,8840,8875,8770
'388280,KBSTAR Fn컨택트대표,6960,▼,-85,-1.21,1921,6965,6955,7010,7010,6960
'388420,KBSTAR 비메모리반도체액티브,7115,▼,-15,-0.21,23990,7115,7105,7130,7150,7090
'390390,KODEX 미국반도체MV,9060,▼,-80,-0.88,9416,9090,9060,9140,9145,9060
'390400,KODEX 미국스마트모빌리티S&P,6590,▲,90,1.38,2536,6590,6550,6515,6610,6515
'390950,HANARO 단기채권액티브,101205, ,0,0,2400,101210,101205,101210,101210,101205
'391590,ACE 미국스팩&IPO INDXX,6555,▲,45,0.69,0,6645,6555,0,0,0
'391600,ACE 미국친환경그린테마INDXX,10500,▲,75,0.72,6577,10500,10460,10490,10550,10455
'391670,HK 베스트일레븐액티브,6980,▲,25,0.36,0,7005,6980,0,0,0
'391680,HK 하이볼액티브,6800,▲,35,0.52,0,6835,6800,0,0,0
'394340,KOSEF 릭소글로벌디지털경제MSCI,7240,▲,115,1.61,584,7285,7240,7245,7330,7240
'394350,KOSEF 릭소글로벌퓨처모빌리티MSCI,10005,▲,115,1.16,3195,10080,10005,9935,10110,9935
'394660,TIGER 글로벌자율주행&전기차SOLACTIVE,9845,▲,65,0.66,57327,9845,9840,9845,9860,9735
'394670,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),10845,▲,130,1.21,181971,10845,10840,10750,10930,10750
'395150,KODEX Fn웹툰&드라마,4430,▼,-75,-1.66,2181,4430,4425,4505,4505,4430
'395160,KODEX Fn시스템반도체,6840,▲,45,0.66,14392,6840,6835,6840,6865,6780
'395170,KODEX Fn Top10동일가중,7010,▲,60,0.86,5195,7015,7010,6975,7030,6965
'395270,HANARO Fn K-반도체,7480,▲,60,0.81,8160,7480,7465,7445,7525,7445
'395280,HANARO Fn K-게임,4550,▲,35,0.78,776,4550,4535,4470,4605,4470
'395290,HANARO Fn K-POP&미디어,6355,▼,-100,-1.55,1684,6355,6350,6390,6445,6355
'395400,SK리츠,4530,▲,50,1.12,114842,4530,4525,4450,4530,4415
'395750,ARIRANG ESG가치주액티브,7050,▲,30,0.43,24512,7050,7030,7045,7075,7015
'395760,ARIRANG ESG성장주액티브,6975,▲,30,0.43,25,6975,6950,6980,7000,6950
'396500,TIGER Fn반도체TOP10,7045,▲,65,0.93,525669,7045,7040,7030,7080,6970
'396510,TIGER 차이나클린에너지SOLACTIVE,9800,▲,50,0.51,7054,9835,9800,9770,9865,9650
'396520,TIGER 차이나반도체FACTSET,6810,▲,175,2.64,26135,6820,6810,6640,6820,6500
'396690,미래에셋글로벌리츠,3560, ,0,0,33999,3565,3560,3565,3580,3555
'397410,KBSTAR 국채선물5년추종인버스,55235,▼,-255,-0.46,90007,55280,55235,55450,55450,55205
'397420,KBSTAR 국채선물5년추종,46130,▲,120,0.26,108005,46175,46130,45965,46170,45960
'399110,SOL 미국S&P500ESG,10670,▼,-5,-0.05,18074,10670,10645,10675,10715,10640
'399580,KBSTAR 글로벌클린에너지S&P,9485,▲,70,0.74,3633,9485,9435,9415,9585,9415
'400570,KODEX 유럽탄소배출권선물ICE(H),12085,▲,680,5.96,236835,12085,12080,12045,12105,12040
'400580,SOL 유럽탄소배출권선물S&P(H),12080,▲,670,5.87,23479,12100,12080,12045,12105,12025
'400590,SOL 글로벌탄소배출권선물IHS(합성),12300,▲,415,3.49,42995,12300,12290,12280,12330,12245
'400760,NH올원리츠,2860,▼,-35,-1.21,283932,2860,2855,2880,2885,2830
'400970,TIGER Fn메타버스,6730,▼,-25,-0.37,403326,6730,6725,6800,6815,6675
'401170,KBSTAR iSelect메타버스,5890,▼,-50,-0.84,157260,5890,5885,5945,5975,5865
'401470,KODEX K-메타버스액티브,7255,▼,-35,-0.48,265401,7255,7250,7290,7330,7210
'401590,HANARO 글로벌탄소배출권선물ICE(합성),12050,▲,445,3.83,32548,12055,12050,11735,12055,11735
'402340,SK스퀘어,39000,▲,1000,2.63,396240,39050,39000,37850,39150,37550
'402460,HANARO Fn K-메타버스MZ,6200,▼,-65,-1.04,1971,6200,6185,6260,6270,6185
'402520,FOCUS 혁신기업액티브,7090,▲,15,0.21,565,7110,7095,7080,7105,7080
'402970,ACE 미국고배당S&P,11240,▼,-40,-0.35,47442,11270,11240,11380,11390,11240
'403550,쏘카,17250,▼,-200,-1.15,152187,17250,17200,17550,17800,16950
'403790,마이다스 KoreaStock액티브,16405,▲,115,0.71,35,16405,16400,16430,16505,16295
'403990,KBSTAR KRX기후변화솔루션,8850,▲,45,0.51,5,8890,8855,8850,8875,8850
'404120,TIMEFOLIO 탄소중립액티브,8270,▲,50,0.61,13,8275,8245,8335,8335,8265
'404260,KODEX KRX기후변화솔루션,8920,▲,115,1.31,32,8915,8880,8865,8945,8865
'404470,HANARO KRX기후변화솔루션,8870,▲,50,0.57,140,8895,8870,8860,8920,8820
'404540,TIGER KRX기후변화솔루션,8925,▲,85,0.96,521,8925,8905,8875,8935,8875
'404650,SOL KRX기후변화솔루션,8950,▲,55,0.62,13,8955,8925,8950,8995,8920
'404990,신한서부티엔디리츠,3455,▲,15,0.44,43899,3455,3450,3440,3490,3400
'407160,MASTER 테크미디어텔레콤액티브,7370,▲,15,0.2,462,7370,7365,7335,7400,7320
'407170,MASTER 스마트커머스액티브,6880,▼,-15,-0.22,414,6880,6875,6890,6890,6850
'407300,HANARO Fn골프테마,5985,▲,40,0.67,256,5965,5940,5950,5985,5905
'407310,HANARO 200 TOP10,7425,▲,15,0.2,65,7450,7425,7415,7470,7385
'407820,에셋플러스 코리아플랫폼액티브,5400,▼,-30,-0.55,1656,5400,5380,5445,5445,5385
'407830,에셋플러스 글로벌플랫폼액티브,6185,▼,-30,-0.48,217659,6230,6185,6215,6240,6180
'409810,KODEX 미국나스닥100선물인버스(H),13215,▲,10,0.08,49270,13215,13210,13225,13250,13180
'409820,KODEX 미국나스닥100레버리지(합성 H),4390,▼,-10,-0.23,1269539,4390,4385,4365,4410,4350
'410870,TIMEFOLIO K컬처액티브,5780,▼,-40,-0.69,2613,5780,5760,5835,5835,5780
'411050,ACE 글로벌메타버스테크액티브,6610,▼,-40,-0.6,421,6610,6565,6555,6635,6555
'411060,ACE KRX금현물,10970, ,0,0,22752,10970,10965,10970,10970,10945
'411420,KODEX 미국메타버스나스닥액티브,6750,▼,-35,-0.52,20477,6750,6725,6785,6785,6715
'411540,SOL 200 Top10,7605,▲,45,0.6,152,7605,7570,7560,7605,7560
'411720,KBSTAR 글로벌메타버스Moorgate,7040,▼,-50,-0.71,329,7040,7035,7110,7110,7040
'411860,KOSEF 독일DAX,8645,▲,55,0.64,2942,8645,8640,8645,8680,8635
'412560,TIGER KRX BBIG K-뉴딜레버리지,2815,▼,-10,-0.35,11834,2815,2805,2855,2865,2795
'412570,TIGER KRX2차전지K-뉴딜레버리지,6780,▲,270,4.15,117712,6785,6780,6555,6815,6555
'412770,TIGER 글로벌메타버스액티브,6360,▲,5,0.08,12565,6360,6340,6355,6380,6320
'413220,SOL 차이나태양광CSI(합성),9435,▲,150,1.62,3476,9520,9435,9375,9580,9310
'413930,WOORI AI ESG액티브,7590,▲,65,0.86,90,7565,7545,7540,7590,7515
'414270,ACE G2전기차&자율주행액티브,9060,▲,230,2.6,62381,9060,9045,8965,9075,8840
'414780,TIGER 차이나과창판STAR50(합성),7865,▲,245,3.22,78196,7880,7865,7620,7910,7550
'415340,KODEX 차이나과창판STAR50(합성),7745,▲,210,2.79,38289,7820,7745,7735,7870,7485
'415760,SOL 차이나육성산업액티브(합성),7830,▲,20,0.26,10976,7890,7815,7600,8025,7560
'415920,ARIRANG 글로벌희토류전략자원기업MV,9230,▲,125,1.37,2426,9230,9220,9175,9590,9175
'416090,ACE 중국과창판STAR50,7690,▲,225,3.01,3165,7690,7680,7650,7790,7215
'417310,코람코더원리츠,4065,▲,20,0.49,19492,4095,4065,4045,4095,4000
'417450,KBSTAR 글로벌수소경제Indxx,8970,▲,150,1.7,1836,8970,8935,8970,8985,8960
'417630,TIGER KEDI혁신기업ESG30,8750,▲,5,0.06,81067,8750,8740,8770,8805,8715
'418660,TIGER 미국나스닥100레버리지(합성),8905,▼,-125,-1.38,282260,8905,8900,9155,9155,8865
'418670,TIGER 글로벌사이버보안INDXX,10680,▲,170,1.62,21713,10700,10680,10590,10855,10590
'419170,HANARO 미국메타버스iSelect,9015,▲,100,1.12,25,9015,8960,8980,9015,8980
'419420,KODEX 미국클린에너지나스닥,10505,▲,455,4.53,157312,10525,10505,10250,10505,10105
'419430,KODEX 차이나2차전지MSCI(합성),8980,▲,35,0.39,31737,8980,8925,8920,9085,8870
'419650,ARIRANG 글로벌수소&차세대연료전지MV,7535,▼,-20,-0.26,2892,7535,7515,7000,7720,7000
'419890,히어로즈 단기채권ESG액티브,99865,▼,-15,-0.02,42763,99885,99865,99885,99890,99865
'421320,ARIRANG iSelect우주항공&UAM,8750,▲,10,0.11,29821,8750,8745,8800,8855,8745
'422260,VITA MZ소비액티브,6785,▼,-60,-0.88,61795,6785,6770,6825,6845,6785
'422420,KBSTAR 2차전지액티브,9340,▲,40,0.43,187930,9340,9320,9390,9420,9320
'423160,KODEX KOFR금리액티브(합성),101095,▲,5,0,85727,101100,101095,101095,101100,101095
'423170,SOL 한국형글로벌반도체액티브,8670,▼,-30,-0.34,1024,8670,8615,8670,8670,8580
'423920,TIGER 미국필라델피아반도체레버리지(합성),7285,▼,-70,-0.95,98338,7300,7285,7340,7355,7270
'424460,HANARO 글로벌워터MSCI(합성),9855,▲,165,1.7,1052,9885,9865,9940,9940,9855
'426020,TIMEFOLIO 미국S&P500액티브,10545,▼,-40,-0.38,83,10545,10535,10605,10605,10535
'426030,TIMEFOLIO 미국나스닥100액티브,10305,▼,-105,-1.01,576,10300,10260,10330,10330,10265
'426150,WOORI 대한민국국고채액티브,47400,▲,745,1.6,1541,47385,47350,47190,47400,46950
'426330,KOSEF 미국ETF산업STOXX,10285,▲,235,2.34,471,10285,10220,10255,10320,10220
'426410,ARIRANG 미국대체투자Top10MV,10380,▼,-135,-1.28,3058,10380,10310,10375,10390,10310
'427110,KBSTAR Fn창업투자회사,6665,▲,30,0.45,3413,6685,6660,6660,6715,6655
'427120,KBSTAR Fn플랫폼테마,6520,▼,-80,-1.21,517,6545,6515,6565,6605,6520
'428510,KODEX 차이나메타버스액티브,7895,▼,-50,-0.63,19273,7960,7875,7370,8095,7370
'428560,KODEX 미국ETF산업Top10 Indxx,11020,▲,240,2.23,32101,11100,11020,11080,11155,11000
'429000,TIGER 미국S&P500배당귀족,10480,▼,-60,-0.57,106014,10535,10480,10670,10830,10480
'429010,TIGER 미국나스닥넥스트100,10580,▲,70,0.67,87688,10595,10535,10510,10625,10455
'429740,ARIRANG Fn K리츠,6800,▲,15,0.22,343,6800,6785,6800,6800,6750
'429760,ARIRANG 미국S&P500,10425,▲,15,0.14,27869,10430,10425,10435,10470,10420
'429870,히어로즈 리츠이지스액티브,6805,▲,20,0.29,72,6865,6835,6805,6805,6790
'429980,SOL 한국형글로벌전기차&2차전지액티브,9405,▲,175,1.9,2132,9405,9400,9370,9445,9335
'429990,SOL 한국형글로벌플랫폼&메타버스액티브,8975,▲,35,0.39,1085,8975,8940,8995,8995,8940
'430500,KOSEF 물가채KIS,99665,▲,735,0.74,129,99665,99590,99005,99665,98930
'432320,KB스타리츠,4295,▲,55,1.3,68701,4295,4265,4200,4320,4150
'432600,KBSTAR 국채선물3년,49870,▲,30,0.06,100004,49910,49870,49790,49910,49790
'432840,HANARO 미국S&P500,10390,▲,15,0.14,26,10385,10315,10340,10420,10340
'432850,HANARO 글로벌백신치료제MSCI,10485,▼,-115,-1.08,54,10495,10445,10475,10485,10475
'433220,에셋플러스 글로벌대장장이액티브,10650,▲,70,0.66,9552,10650,10615,10510,10700,10510
'433250,UNICORN R&D 액티브,9545,▲,115,1.22,522,9545,9505,9485,9550,9485
'433330,SOL 미국S&P500,11345,▼,-10,-0.09,30104,11350,11345,11360,11390,11345
'433500,ACE 원자력테마딥서치,9580,▲,80,0.84,25322,9590,9565,9550,9695,9515
'433850,ARIRANG TDF2030액티브,9800,▲,90,0.93,147,9800,9755,9735,9800,9735
'433860,ARIRANG TDF2040액티브,9845,▲,65,0.66,130,9845,9830,9980,9980,9795
'433870,ARIRANG TDF2050액티브,10075,▲,35,0.35,88,10075,10020,10040,10075,10015
'433880,ARIRANG TDF2060액티브,10150,▲,60,0.59,427,10170,10150,10170,10170,10150
'433970,KODEX TDF2030액티브,10030,▲,85,0.85,10841,10030,10015,9970,10030,9970
'433980,KODEX TDF2040액티브,10225,▲,75,0.74,800,10225,10215,10210,10235,10200
'434060,KODEX TDF2050액티브,10360,▲,30,0.29,2631,10360,10355,10330,10400,10330
'434730,HANARO 원자력iSelect,8635,▲,85,0.99,29633,8635,8600,8625,8700,8540
'434960,대신343 K200,29520,▲,200,0.68,10766,29545,29525,29350,29660,29320
'435040,ACE 글로벌브랜드TOP10블룸버그,10355,▼,-70,-0.67,994381,10355,10330,10445,10505,10295
'435420,TIGER 미국나스닥100TR채권혼합Fn,10025,▲,20,0.2,25650,10025,10010,10000,10035,9975
'435530,히어로즈 TDF2030액티브,10300,▲,20,0.19,6,10300,10260,10300,10300,10300
'435540,히어로즈 TDF2040액티브,10400,▲,70,0.68,4,10400,10355,10400,10400,10400
'435550,히어로즈 TDF2050액티브,10395,▲,85,0.82,759,10395,10325,10360,10395,10340
'436140,SOL 종합채권(AA-이상)액티브,94655,▲,845,0.9,15,94655,94600,94405,94785,94180
'436180,ARIRANG K-유니콘투자기업액티브,8705,▲,30,0.35,74,8670,8650,8720,8720,8705
'437070,KODEX 아시아달러채권SRI플러스액티브,50500,▼,-215,-0.42,6107,50575,50500,50590,50590,50435
'437080,KODEX 미국종합채권SRI액티브(H),92025,▲,660,0.72,1050,92105,92025,91890,92065,91890
'437350,KBSTAR 미국단기투자등급회사채액티브,10550,▼,-25,-0.24,1077,10550,10535,10550,10560,10535
'437370,KBSTAR 글로벌농업경제MV,10540,▲,55,0.52,400,10540,10520,10600,10600,10510
'437550,히어로즈 글로벌리츠이지스액티브,9055,▲,205,2.32,226,9115,9060,9105,9135,9055
'438080,ACE 미국S&P500채권혼합액티브,10335,▼,-35,-0.34,1201,10335,10325,10360,10380,10330
'438100,ACE 미국나스닥100채권혼합액티브,10220,▼,-40,-0.39,442,10220,10200,10230,10245,10195
'438210,ARIRANG 글로벌인공지능산업MV,8880,▲,5,0.06,511,8900,8890,8875,8940,8875
'438320,TIGER 차이나항셍테크레버리지(합성 H),4620,▲,55,1.2,748021,4620,4615,4490,4895,4390
'438330,TIGER 투자등급회사채액티브,97830,▲,120,0.12,40577,97835,97805,97855,97865,97725
'438560,SOL 국고채3년,98910,▲,525,0.53,846,98910,98895,98800,98995,98690
'438570,SOL 국고채10년,96160,▲,925,0.97,745,96160,96140,95650,96380,95355
'438740,마이다스 KoreaStock중소형액티브,17225,▼,-45,-0.26,36,17295,17215,17325,17400,17200
'438900,HANARO Fn K-푸드,8845,▲,10,0.11,863,8885,8845,8820,8910,8820
'439860,KODEX ESG종합채권(A-이상)액티브,97830,▲,285,0.29,260,97850,97815,97795,97830,97795
'439870,KODEX 국고채30년액티브,87225,▲,2150,2.53,3584,87225,86725,85100,87315,85100
'440340,TIGER 글로벌멀티에셋TIF액티브,10165,▼,-15,-0.15,6647,10165,10155,10055,10200,10055
'440640,ACE 단기채권알파액티브,99905,▲,5,0.01,89061,99905,99895,99900,99910,99895
'440650,ACE 미국달러단기채권액티브,10585,▼,-45,-0.42,10342,10585,10580,10615,10625,10560
'440910,WOORI 미국S&P우주항공&디펜스,9910,▼,-50,-0.5,2617,9930,9910,9930,9950,9910
'441330,KOSEF 차이나A50커넥트MSCI,9060,▼,-65,-0.71,0,9060,8980,0,0,0
'441540,HANARO Fn조선해운,8555,▼,-80,-0.93,4931,8565,8555,8620,8675,8540
'441640,KODEX 미국배당프리미엄액티브,10670,▼,-30,-0.28,461579,10670,10665,10710,10740,10650
'441680,TIGER 미국나스닥100커버드콜(합성),10005,▼,-135,-1.33,256229,10005,9995,10025,10040,9945
'441800,TIMEFOLIO Korea플러스배당액티브,9670,▲,25,0.26,40259,9670,9650,9675,9715,9605
'442090,에셋플러스 코리아대장장이액티브,8885,▼,-35,-0.39,10027,8885,8855,8945,8945,8885
'442260,마이티 다이나믹퀀트액티브,10030,▲,65,0.65,25015,10030,10005,10045,10075,9960
'442320,KBSTAR 글로벌원자력iSelect,9610,▼,-65,-0.67,317,9620,9590,9540,9615,9540
'442550,KBSTAR TDF2030액티브,9740,▼,-40,-0.41,696,9850,9755,9745,9845,9740
'442560,KBSTAR TDF2040액티브,9760,▼,-35,-0.36,14,9865,9770,9765,9870,9760
'442570,KBSTAR TDF2050액티브,9780,▼,-30,-0.31,105,9885,9790,9780,9890,9780
'442580,ARIRANG 글로벌D램반도체iSelect,10660,▼,-30,-0.28,119893,10660,10565,10640,10660,10480
'444200,SOL KEDI메가테크액티브,10140, ,0,0,250149,10145,10140,10190,10200,10085
'444490,WOORI 미국S&P500,9940,▼,-110,-1.09,10402,9950,9940,10000,10095,9910
'445910,TIGER MKF배당귀족,10020,▲,20,0.2,359656,10020,10005,9995,10055,9995
'445930,KOSEF 차이나A50커넥트레버리지MSCI(합성H),9350, ,0,0,202,9305,9205,9265,9350,9265
'445950,KOSEF 차이나A50커넥트인버스MSCI(합성 H),10135,▼,-210,-2.03,5,10365,10270,10330,10330,10135
'950210,프레스티지바이오파마,7420,▼,-50,-0.67,26051,7420,7390,7480,7550,7380
'500053,신한 레버리지 천연가스 선물 ETN,11415,▲,1410,14.09,355282,11415,11410,11420,11505,11355
'500054,신한 인버스 2X 천연가스 선물 ETN,280,▼,-55,-16.42,16114967,285,280,285,290,280
'500055,신한 인버스 Russell 2000 ETN,11525,▼,-335,-2.82,1121,11525,11510,11535,11580,11500
'500056,신한 레버리지 Russell 2000 ETN,10650,▲,460,4.51,6533,10655,10635,10640,10695,10640
'500057,신한 인버스 2X Russell 2000 ETN,9195,▼,-555,-5.69,27553,9215,9195,9225,9275,9150
'500058,'신한 S&P500 VIX S/T 선물 ETN C,9170,▼,-260,-2.76,71292,9180,9170,9220,9270,9140
'500059,신한 FnGuide 메타버스 ETN,4720,▼,-65,-1.36,20044,4720,4685,4825,4825,4675
'500060,신한 코스피 200 ETN,7530,▲,55,0.74,13452,7550,7525,7505,7530,7480
'500061,신한 인버스 코스피 200 선물 ETN,12830,▼,-40,-0.31,7624,12830,12810,12935,12935,12775
'500062,신한 코스닥 150 ETN,6820,▼,-45,-0.66,14718,6840,6815,6880,6880,6820
'500063,신한 인버스 코스닥 150 선물 ETN,12755,▲,75,0.59,39626,12765,12740,12720,12760,12645
'500064,신한 FnGuide 폐기물처리 ETN,6260,▼,-80,-1.26,15691,6310,6275,6425,6425,6260
'500065,신한 블룸버그 레버리지 WTI원유 선물 ETN,17350,▼,-150,-0.86,62,17370,17350,17460,17475,17350
'500066,신한 블룸버그 인버스 2X WTI원유 선물 ETN,20895,▼,-30,-0.14,16546,20910,20890,20860,21050,20760
'500067,신한 레버리지 10년 국채선물 ETN,8925,▲,210,2.41,2005,8910,8890,8770,8925,8765
'500068,신한 인버스 2X 10년 국채선물 ETN,11235,▼,-245,-2.13,332,11250,11225,11425,11495,11200
'500069,신한 레버리지 코스피 200 선물 ETN,20145,▲,40,0.2,5146,20495,20465,20205,20205,20145
'500070,신한 인버스 2X 코스피 200 선물 ETN,19610,▲,10,0.05,25508,19390,19360,19705,19720,19610
'500071,신한 레버리지 코스닥 150 선물 ETN,20280,▼,-375,-1.82,15152,20125,20065,20320,20320,20260
'500072,신한 인버스 2X 코스닥 150 선물 ETN,19335,▲,235,1.23,12221,19350,19285,19160,19345,18925
'500073,신한 블룸버그 2X 천연가스 선물 ETN(H),16625,▲,2190,15.17,177086,16665,16640,16700,16805,16595
'500074,신한 블룸버그 -2X 천연가스 선물 ETN(H),22100,▼,-3880,-14.93,167362,22100,22060,22030,22175,21895
'500007,신한 인버스 은 선물 ETN(H),5480,▼,-80,-1.44,46872,5480,5470,5555,5570,5465
'500001,신한 K200 USD 선물 바이셀 ETN,8100,▲,80,1,0,8110,8100,0,0,0
'500002,신한 USD K200 선물 바이셀 ETN,7825,▼,-125,-1.57,28,7835,7825,7900,7905,7790
'500035,신한 레버리지 미국달러 선물 ETN,16725,▼,-170,-1.01,41,16735,16725,16800,16820,16700
'500036,신한 인버스 2X 미국달러 선물 ETN,4860,▲,45,0.93,33547,4860,4855,4850,4870,4825
'500020,신한 레버리지 다우존스지수 선물 ETN(H),28975,▲,430,1.51,4334,28970,28940,28990,29070,28920
'500028,신한 인버스 2X 다우존스지수 선물 ETN(H),2290,▼,-35,-1.51,209176,2290,2285,2290,2295,2280
'500050,신한 레버리지 S&P500 선물 ETN,17125,▲,45,0.26,7423,17125,17105,17160,17190,17125
'500051,신한 인버스 2X S&P500 선물 ETN,4105,▼,-55,-1.32,72936,4105,4095,4110,4125,4075
'500003,신한 인버스 WTI원유 선물 ETN(H),2860,▲,5,0.18,5918,2860,2855,2855,2860,2845
'500004,신한 브렌트원유 선물 ETN(H),13685,▼,-50,-0.36,417,13685,13680,13660,13710,13660
'500005,신한 인버스 브렌트원유 선물 ETN(H),2390,▲,5,0.21,5425,2390,2385,2385,2400,2385
'500006,신한 인버스 금 선물 ETN(H),7125,▼,-65,-0.9,15112,7130,7125,7165,7185,7120
'500008,신한 인버스 구리 선물 ETN(H),6565,▼,-5,-0.08,1355,6560,6550,6610,6640,6565
'500009,신한 다우존스지수 선물 ETN(H),19285,▲,125,0.65,100,19285,19270,19310,19315,19275
'500010,신한 인버스 다우존스지수 선물 ETN(H),4135,▼,-35,-0.84,7564,4145,4135,4140,4145,4135
'500011,신한 달러인덱스 선물 ETN(H),12390,▼,-135,-1.08,6,12380,12370,12400,12405,12390
'500012,신한 인버스 달러인덱스 선물 ETN(H),8015,▲,95,1.2,1115,8010,8000,7995,8015,7985
'500013,신한 옥수수 선물 ETN(H),12000,▲,90,0.76,53,12000,11960,11930,12000,11930
'500014,신한 인버스 옥수수 선물 ETN(H),5970,▼,-45,-0.75,124,5970,5965,5990,5990,5970
'500015,신한 WTI원유 선물 ETN(H),7225, ,0,0,252,7235,7230,7245,7250,7210
'500016,신한 금 선물 ETN(H),12495,▲,90,0.73,2815,12495,12485,12410,12495,12410
'500017,신한 은 선물 ETN(H),10535,▲,200,1.94,116,10545,10535,10425,10560,10395
'500018,신한 구리 선물 ETN(H),14885,▲,65,0.44,40,14895,14880,14770,14890,14770
'500019,신한 레버리지 WTI원유 선물 ETN(H),1220,▼,-5,-0.41,242706,1225,1220,1225,1235,1210
'500023,신한 콩 선물 ETN(H),12955,▲,80,0.62,7,13005,12950,12940,12955,12940
'500024,신한 인버스 콩 선물 ETN(H),6360,▼,-75,-1.17,1547,6405,6360,6435,6435,6360
'500027,신한 인버스 2X WTI원유 선물 ETN(H),120,▲,5,4.35,1799094,120,115,120,120,115
'500029,신한 레버리지 은 선물 ETN(H),5600,▲,160,2.94,97833,5600,5590,5445,5610,5385
'500030,신한 인버스 2X 은 선물 ETN(H),2775,▼,-85,-2.97,80326,2775,2770,2850,2880,2765
'500032,신한 인버스 2X 천연가스 선물 ETN(H),160,▼,-25,-13.51,3593984,160,155,155,160,155
'500037,신한 레버리지 금 선물 ETN,16200,▲,110,0.68,1923,16230,16215,16055,16200,16055
'500038,신한 인버스 2X 금 선물 ETN,7220,▼,-135,-1.84,14189,7220,7210,7325,7355,7195
'500040,신한 레버리지 구리 선물 ETN,15075,▼,-210,-1.37,964,15205,15190,14970,15135,14925
'500041,신한 인버스 2X 구리 선물 ETN,4520,▼,-45,-0.99,21736,4530,4520,4600,4660,4505
'510014,대신 알루미늄 선물 ETN(H),9750,▲,300,3.17,148,9750,9680,9545,9760,9545
'510015,대신 밀 선물 ETN(H),11215, ,0,0,874,11215,11160,11210,11215,11070
